model,task,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_macro_mean,f1_macro_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std
svm,multiclass,0.17,0.02792848008753788,0.17298661714599456,0.01953372278057434,0.1754718168541698,0.028982166116298117,0.16474510818491264,0.023316320590435494,0.11180742227122169,0.030484648068304854,0.6182699790006291,0.018151374038939242
