model,task,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std
xgboost,multiclass,0.14800519443041626,0.024683334126545334,0.15534650348504836,0.029544859245376687,0.15228006561339893,0.025256102358289338,0.1490715730269668,0.025176099593182597,0.14492205394916916,0.02495187009506802,0.08673221127983378,0.02682038008557685,0.6332183150933325,0.011836292058879183
