model,task,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std
svm,multiclass,0.18502753529086405,0.017395026909612143,0.22689328111031468,0.02527266457554848,0.18970446220446222,0.0169763472885108,0.18257757997021543,0.01956166682422003,0.1777852399791254,0.018778773641244435,0.1288423457032728,0.018568844928262843,0.631051008668963,0.02272326288739301
