model,task,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std
lightgbm,multiclass,0.16404540316956448,0.03500040305360671,0.17040703758841014,0.03564822219611289,0.16592077675411007,0.03354291834528174,0.1624551511607981,0.03234186395790447,0.15990189524058182,0.03295343666352521,0.10361155046120914,0.0375287066389265,0.6199855294518233,0.011173557959453932
