model,task,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std
random_forest,multiclass,0.17101940696919415,0.03615402719174752,0.18068884995069545,0.034008498231318365,0.17523633773633773,0.034417343839874576,0.16899692308761674,0.03137632114328679,0.16450252409591473,0.03310153641436498,0.11178769674818334,0.03892212789088052,0.6512319921090257,0.018805046023008094
