dataset,n_components,mean_fisher_ratio_mean,mean_fisher_ratio_std,min_fisher_ratio_mean,min_fisher_ratio_std,silhouette_mean,silhouette_std,mean_centroid_distance_mean,mean_centroid_distance_std,min_centroid_distance_mean,min_centroid_distance_std,cumulative_explained_variance_mean,cumulative_explained_variance_std
cic,1,0.06955913746558069,0.005806888297683903,0.0002993934811386166,0.0005597926927735001,-0.2228353402670334,0.037636827495961256,1.2276240841421382,0.04107041916646881,0.012104217856043166,0.007690684504140571,0.327742604811366,0.011539918030792526
cic,3,0.05719078766508924,0.004343127343000725,0.0018462208696020381,0.0011839983074321868,-0.1847660576587385,0.01813168275565405,1.5203513467493461,0.046956224421091354,0.1630159451765377,0.04643839275722496,0.5716110639447566,0.020925886863276687
cic,6,0.05121595481259974,0.003493529494448177,0.0034948312337792233,0.0006006186531692553,-0.14727077277807066,0.01608561269068026,1.6864132334407498,0.056572096948690635,0.2573753621888626,0.060572354720622446,0.7382196424885554,0.02784242722145396
cic,8,0.04907340917998636,0.0033587560543869494,0.004218181397392509,0.0009364215033505139,-0.14535512446430449,0.01956969796092563,1.7248486967582415,0.05723809609631217,0.31262500516326913,0.051040300540408985,0.8065338809288989,0.02776070519109592
ember,1,0.5684781154977794,0.010366676852626456,0.015898306569900024,0.007479250439909788,-0.20646433899426525,0.006908241760467677,10.582756156591765,0.22596250785626587,0.1655037656499494,0.05025938391313278,0.07704620562471498,0.0018748826911306183
ember,3,0.4524949280194945,0.009753822094339653,0.01563336761920584,0.0051983748959591,-0.059542324568766326,0.008980474532441052,16.9477971526539,0.2494368357511841,0.6175642510903439,0.2348925331340209,0.1734962408821883,0.002559246743069911
ember,6,0.3986780988354188,0.015653198607413838,0.03514028344562361,0.003359526240083773,-0.0017703949305800757,0.031123432498114244,19.018820331159002,0.45848826007025084,0.7730321726077474,0.17585166598754579,0.25732619648728,0.0025860766803779537
ember,8,0.3994593956759104,0.024054873300978965,0.03396241514975184,0.004647493760485249,0.06913612485226214,0.02571099779708052,21.336752638531685,0.6135011316591759,1.1221860197890396,0.20424581312336382,0.29953600552574816,0.003389953293140909
