model,task,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_macro_mean,f1_macro_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std
svm,multiclass,0.785,0.020493901531919215,0.829260455792572,0.02183293254506002,0.7846886446886447,0.01931955780820705,0.7930427412212524,0.020806567050482908,0.7737999850022292,0.02256400196929735,0.9450900659534437,0.008361061878796427
