model,task,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_macro_mean,f1_macro_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std
random_forest,binary,0.7350000000000001,0.05949789912257408,0.5638366715907127,0.006859943714548468,0.6181125798486466,0.01771092930973328,0.558183651105556,0.024208412077391054,0.1729650815626345,0.017375405264128934,0.6859595913595979,0.051262339224729586
